Name,Age,Nationality,Overall,Position,Value,Preferred Foot,Height,Weight,Position_Type
Odriozola,22,Spain,80,RB,18.5,Right,69,146,Defense
M. Almirón,24,Paraguay,80,CAM,19.5,Left,69,139,Midfield
Welington Dano,30,Brazil,80,LB,10.5,Left,70,152,Defense
Everton Andrão,34,Brazil,80,CDM,4.5,Right,70,165,Midfield
Oyarzabal,21,Spain,80,CAM,21,Left,71,172,Midfield
F. Balbuena,26,Paraguay,80,RCB,15.5,Right,74,187,Defense
M. Marega,27,Mali,80,RS,16,Right,73,183,Attack
B. Pavard,22,France,80,RB,17.5,Right,73,168,Defense
W. Ndidi,21,Nigeria,80,LDM,17,Right,72,163,Midfield
A. Onana,22,Cameroon,80,GK,14.5,Right,74,205,Defense
G. Lo Celso,22,Argentina,80,RCM,20,Left,69,154,Midfield
M. Acuña,26,Argentina,80,LB,12.5,Left,68,152,Defense
Rúben Neves,21,Portugal,80,LCM,20.5,Right,71,176,Midfield
Mariano,24,Dominican Republic,80,ST,20,Right,71,168,Attack
Raúl,28,Brazil,80,CB,12,Left,74,179,Defense
M. Caldara,24,Italy,80,CB,17.5,Right,74,176,Defense
M. Vecino,26,Uruguay,80,LM,14.5,Right,74,179,Midfield
T. Bakayoko,23,France,80,LCM,17,Right,74,187,Midfield
M. Dahoud,22,Germany,80,CM,20,Right,70,150,Midfield
Rafa,25,Portugal,80,RW,18.5,Right,68,146,Attack
K. Baldé,23,Senegal,80,RM,20,Right,71,176,Midfield
G. Rulli,26,Argentina,80,GK,14,Right,74,185,Defense
F. Armani,31,Argentina,80,GK,9,Right,74,194,Defense
Rony Lopes,22,Portugal,80,RM,20,Left,69,150,Midfield
Santi Mina,22,Spain,80,LS,20,Right,71,170,Attack
K. Demirbay,24,Germany,80,RCM,19.5,Left,72,159,Midfield
Gayà,23,Spain,80,LB,16.5,Left,68,146,Defense
André Gomes,24,Portugal,80,LDM,19.5,Right,74,185,Midfield
N. Tagliafico,25,Argentina,80,LB,15,Left,67,143,Defense
M. Sanson,23,France,80,RDM,19.5,Right,71,161,Midfield
Pacheco,26,Spain,80,GK,13,Left,73,179,Defense
E. Can,24,Germany,80,CM,19.5,Right,72,181,Midfield
H. Çalhanoğlu,24,Turkey,80,CAM,19.5,Right,70,168,Midfield
M. Ginter,24,Germany,80,RWB,15.5,Right,74,183,Defense
M. Keane,25,England,80,RCB,15.5,Right,75,181,Defense
T. Stepanenko,28,Ukraine,80,RDM,12,Left,71,168,Midfield
L. Shaw,22,England,80,LB,16.5,Left,71,165,Defense
Z. Feddal,28,Morocco,80,CB,12,Left,75,183,Defense
S. Haller,24,France,80,RS,19,Right,75,201,Attack
Bernard,25,Brazil,80,LM,17.5,Right,65,132,Midfield
T. Inui,30,Japan,80,LM,14,Right,67,139,Midfield
Portu,26,Spain,80,RM,17.5,Right,70,154,Midfield
M. Batshuayi,24,Belgium,80,ST,19.5,Right,73,172,Attack
E. Zahavi,30,Israel,80,LS,14.5,Right,72,157,Attack
T. Vaclík,29,Czech Republic,80,GK,11.5,Right,74,187,Defense
N. Pope,26,England,80,GK,13,Right,79,168,Defense
Héctor Bellerín,23,Spain,80,RB,16.5,Right,70,163,Defense
P. Kadeřábek,26,Czech Republic,80,RWB,14,Right,72,179,Defense
J. Butland,25,England,80,GK,14,Right,77,209,Defense
J. Vestergaard,25,Denmark,80,CB,14.5,Right,78,216,Defense
J. Tarkowski,25,England,80,RCB,15.5,Right,76,179,Defense
Deulofeu,24,Spain,80,RS,18.5,Right,70,161,Attack
E. Dier,24,England,80,CDM,16.5,Right,74,198,Midfield
J. Murillo,26,Colombia,80,LCB,16,Right,72,172,Defense
M. Badelj,29,Croatia,80,CDM,11.5,Right,73,176,Midfield
Ismaily,28,Brazil,80,LB,11.5,Left,70,181,Defense
N. Schulz,25,Germany,80,LWB,14.5,Left,71,172,Defense
L. Digne,24,France,80,LB,16,Left,70,163,Defense
M. Uth,26,Germany,80,ST,17.5,Left,73,159,Attack
Cristian Tello,26,Spain,80,LM,16,Right,70,143,Midfield
D. Vida,29,Croatia,80,LCB,11.5,Right,72,168,Defense
L. Muriel,27,Colombia,80,ST,17.5,Right,70,174,Attack
V. Aboubakar,26,Cameroon,80,ST,18,Right,72,181,Attack
A. Oxlade-Chamberlain,24,England,80,CM,19.5,Right,69,154,Midfield
S. Aurier,25,Ivory Coast,80,RB,15.5,Right,69,168,Defense
J. Matip,26,Cameroon,80,CB,15,Right,76,198,Defense
Y. Rakitskyi,28,Ukraine,80,LCB,12,Left,73,183,Defense
Sergi Enrich,28,Spain,80,RS,15.5,Right,71,170,Attack
A. Yarmolenko,28,Ukraine,80,RM,15,Left,75,183,Midfield
Hugo Mallo,27,Spain,80,RB,13.5,Right,69,159,Defense
André Almeida,27,Portugal,80,RB,12,Right,73,176,Defense
D. Didavi,28,Germany,80,CAM,15,Left,71,170,Midfield
R. Rodríguez,25,Switzerland,80,LB,15.5,Left,71,170,Defense
R. Pereyra,27,Argentina,80,LM,15.5,Right,72,170,Midfield
Mario Gaspar,27,Spain,80,RB,12,Right,72,163,Defense
Maicon,29,Brazil,80,CB,11.5,Right,75,196,Defense
D. Blind,28,Netherlands,80,LB,12,Left,71,159,Defense
J. Zoet,27,Netherlands,80,GK,12.5,Right,74,194,Defense
A. Ljajić,26,Serbia,80,CAM,17.5,Right,72,163,Midfield
Canales,27,Spain,80,RCM,15.5,Left,71,163,Midfield
Iago Falqué,28,Spain,80,RW,15,Left,69,152,Attack
L. de Jong,27,Netherlands,80,ST,16,Right,74,190,Attack
Guaita,31,Spain,80,GK,9,Right,75,176,Defense
Muniain,25,Spain,80,CAM,18.5,Right,67,139,Midfield
Susaeta,30,Spain,80,RW,14,Right,70,150,Attack
S. Rudy,28,Germany,80,CDM,12,Right,70,163,Midfield
K. Trapp,27,Germany,80,GK,11.5,Right,74,190,Defense
V. Wanyama,27,Kenya,80,CDM,14.5,Right,72,192,Midfield
N. Nkoulou,28,Cameroon,80,CB,12,Right,72,170,Defense
R. Boudebouz,28,Algeria,80,CAM,15,Left,70,163,Midfield
Camacho,28,Spain,80,CDM,13.5,Right,72,165,Midfield
S. Ulreich,29,Germany,80,GK,10,Right,76,185,Defense
M. Musacchio,27,Argentina,80,RCB,12.5,Right,71,161,Defense
C. Stuani,31,Uruguay,80,ST,13.5,Right,73,159,Attack
P. Gulácsi,28,Hungary,80,GK,10.5,Right,76,190,Defense
Bruno,34,Spain,80,CM,7,Left,72,161,Midfield
F. Delph,28,England,80,LB,11.5,Left,69,172,Defense
A. Lallana,30,England,80,CM,13.5,Right,70,161,Midfield
Marcelo,31,Brazil,80,RCB,10,Right,75,187,Defense
S. Coleman,29,Republic of Ireland,80,RWB,11,Right,70,148,Defense
Alexandre Pato,28,Brazil,80,ST,15.5,Right,71,179,Attack
Antunes,31,Portugal,80,LB,9.5,Left,69,152,Defense
Nacho Monreal,32,Spain,80,LB,8,Left,70,159,Defense
Beñat,31,Spain,80,LCM,12.5,Right,70,168,Midfield
A. Fernández,32,Argentina,80,LDM,11,Right,70,161,Midfield
K. Gameiro,31,France,80,ST,13.5,Right,68,154,Attack
I. Piatti,33,Argentina,80,LW,9,Right,71,168,Attack
V. Birsa,31,Slovenia,80,CAM,13,Left,72,179,Midfield
S. Romero,31,Argentina,80,GK,9,Right,76,192,Defense
D. Criscito,31,Italy,80,LCB,10,Left,72,165,Defense
D. Valeri,32,Argentina,80,RF,11.5,Right,70,165,Attack
D. Sturridge,28,England,80,ST,15.5,Left,71,168,Attack
Raúl García,31,Spain,80,CAM,13,Right,72,185,Midfield
S. Defour,30,Belgium,80,LCM,13.5,Right,69,159,Midfield
M. Škrtel,33,Slovakia,80,LCB,6,Right,75,179,Defense
S. Radu,31,Romania,80,LCB,10,Left,72,174,Defense
G. Cahill,32,England,80,CB,8.5,Right,76,194,Defense
L. Diarra,33,France,80,CDM,6,Right,69,163,Midfield
L. Perrin,32,France,80,RCB,8.5,Right,71,176,Defense
Dante,34,Brazil,80,CB,4.5,Left,74,187,Defense
A. Gignac,32,France,80,ST,12,Right,74,201,Attack
M. Gómez,32,Germany,80,LS,12,Right,74,196,Attack
I. Akinfeev,32,Russia,80,GK,8.5,Right,73,172,Defense
I. Denisov,34,Russia,80,RDM,4.5,Right,69,154,Midfield
Juanfran,33,Spain,80,RB,5.5,Right,71,157,Defense
Diego López,36,Spain,80,GK,2,Right,77,196,Defense
Santi Cazorla,33,Spain,80,LCM,8.5,Right,66,146,Midfield
Jesús Navas,32,Spain,80,RM,11.5,Right,67,132,Midfield
J. Mascherano,34,Argentina,80,LDM,4.5,Right,69,161,Midfield
A. Mirante,34,Italy,80,GK,6,Right,76,174,Defense
D. Srna,36,Croatia,80,RB,1.7,Right,70,172,Defense
B. Schweinsteiger,33,Germany,80,LCB,6,Right,72,174,Defense
Moyá,34,Spain,80,GK,6,Right,74,183,Defense
W. Rooney,32,England,80,ST,12,Right,69,183,Attack
Fernando Torres,34,Spain,80,LS,8,Right,73,174,Attack
S. Sorrentino,39,Italy,80,GK,1,Right,73,187,Defense
V. Tsygankov,20,Ukraine,79,RM,18,Left,70,152,Midfield
Rúben Dias,21,Portugal,79,RCB,15,Right,73,181,Defense
David Neres,21,Brazil,79,RW,18,Left,69,146,Attack
Raphinha,21,Brazil,79,RM,18,Left,69,150,Midfield
A. Harit,21,Morocco,79,LCM,18,Right,71,148,Midfield
Richarlison,21,Brazil,79,ST,18,Right,71,154,Attack
L. Martínez,20,Argentina,79,ST,18,Right,69,174,Attack
F. Kessié,21,Ivory Coast,79,CM,19.5,Right,72,168,Midfield
Luimo Boas Santos,30,Brazil,79,ST,12,Right,69,161,Attack
Gabri Prestão,26,Brazil,79,GK,9,Right,73,176,Defense
Melvin Parrela,30,Brazil,79,LCM,9.5,Right,74,194,Midfield
Antônio Chiamuloira,30,Brazil,79,CB,9.5,Left,72,174,Defense
Maikel Catarino,34,Brazil,79,RB,3.6,Right,70,165,Defense
André Silva,22,Portugal,79,ST,19,Right,73,174,Attack
C. Pulisic,19,United States,79,RM,18,Right,70,152,Midfield
M. Dmitrović,26,Serbia,79,GK,10,Left,76,198,Defense
L. Tousart,21,France,79,RDM,14.5,Right,73,183,Midfield
Marcos Llorente,23,Spain,79,CDM,16,Right,72,161,Midfield
B. Verbič,24,Slovenia,79,LM,15.5,Right,70,154,Midfield
S. Bergwijn,20,Netherlands,79,LW,18,Right,70,172,Attack
A. Diallo,22,France,79,LCB,15,Left,73,174,Defense
A. Golovin,22,Russia,79,CAM,17,Right,71,152,Midfield
M. Campaña,29,Uruguay,79,GK,10,Right,73,165,Defense
C. Pavón,22,Argentina,79,RW,17.5,Right,69,172,Attack
K. Toko-Ekambi,25,Cameroon,79,LS,15,Right,73,163,Attack
Granell,29,Spain,79,LWB,12,Left,69,154,Defense
F. Cervi,24,Argentina,79,LW,17,Left,65,137,Attack
J. Weigl,22,Germany,79,CDM,14.5,Right,73,159,Midfield
V. Lindelöf,23,Sweden,79,CB,14.5,Right,74,176,Defense
A. Rebić,24,Croatia,79,CAM,16,Right,73,172,Midfield
A. Sanabria,22,Paraguay,79,ST,17.5,Right,71,163,Attack
R. Battaglia,26,Argentina,79,CM,14.5,Right,74,174,Midfield
M. Philipp,24,Germany,79,ST,17,Right,72,174,Attack
A. Saint-Maximin,21,France,79,RS,18,Right,68,148,Attack
D. Zappacosta,26,Italy,79,RB,12.5,Right,72,159,Defense
L. Alario,25,Argentina,79,ST,16,Right,72,172,Attack
D. Benedetto,28,Argentina,79,ST,13,Right,70,176,Attack
I. Marcone,28,Argentina,79,RDM,11.5,Right,72,183,Midfield
J. Gbamin,22,Ivory Coast,79,RCM,14.5,Right,73,183,Midfield
J. Lerma,23,Colombia,79,RCM,14.5,Right,70,154,Midfield
Ricardo Horta,23,Portugal,79,LM,17,Right,68,139,Midfield
R. Zobnin,24,Russia,79,LDM,15,Right,72,165,Midfield
M. Meyer,22,Germany,79,LM,16,Right,68,150,Midfield
Bruma,23,Portugal,79,LW,16.5,Right,68,154,Attack
R. Centurión,25,Argentina,79,RM,15.5,Right,69,163,Midfield
Jonny,24,Spain,79,LWB,13.5,Right,67,154,Defense
Otávio,23,Brazil,79,RM,17.5,Right,68,157,Midfield
J. Hofmann,25,Germany,79,CAM,15,Right,69,154,Midfield
N. Aké,23,Netherlands,79,CB,14.5,Left,71,165,Defense
J. Hector,28,Germany,79,LWB,10,Left,73,165,Defense
S. Kolašinac,25,Bosnia Herzegovina,79,LB,13,Left,72,187,Defense
G. Pizarro,28,Argentina,79,LDM,10,Right,73,163,Midfield
Roger,27,Spain,79,RS,14.5,Right,70,163,Attack
Sergio Rico,24,Spain,79,GK,11.5,Right,76,194,Defense
L. Milivojević,27,Serbia,79,RCM,12.5,Right,73,176,Midfield
D. Baselli,26,Italy,79,CDM,15.5,Right,72,154,Midfield
K. Rekik,23,Netherlands,79,CB,14,Left,73,174,Defense
Denis Suárez,24,Spain,79,CM,17.5,Right,69,152,Midfield
W. Orban,25,Hungary,79,RCB,13,Right,73,183,Defense
Mário Rui,27,Portugal,79,LB,11.5,Left,67,148,Defense
Iñigo Martínez,27,Spain,79,LCB,12,Left,72,170,Defense
K. Zouma,23,France,79,CB,14,Right,75,212,Defense
Roque Mesa,29,Spain,79,CDM,10,Right,67,163,Midfield
J. Brooks,25,United States,79,LCB,14,Left,76,172,Defense
L. Karius,25,Germany,79,GK,11.5,Right,74,192,Defense
Zé Luís,27,Cape Verde,79,ST,14.5,Left,72,194,Attack
D. Klaassen,25,Netherlands,79,LCM,15,Right,70,154,Midfield
M. Elyounoussi,23,Norway,79,LM,17.5,Right,70,154,Midfield
L. Bittencourt,24,Germany,79,LM,16,Right,67,137,Midfield
Sergi Darder,24,Spain,79,RCM,16,Right,71,157,Midfield
J. Roussillon,25,France,79,LB,14,Left,69,176,Defense
D. Demme,26,Germany,79,CDM,12,Right,67,150,Midfield
J. Gouweleeuw,26,Netherlands,79,RCB,12,Right,74,172,Defense
M. Rojo,28,Argentina,79,CB,10,Left,74,176,Defense
J. Veretout,25,France,79,CDM,16.5,Right,69,148,Midfield
L. Kurzawa,25,France,79,LB,13,Left,72,168,Defense
G. Ramírez,27,Uruguay,79,CAM,13,Left,72,170,Midfield
David López,28,Spain,79,RCB,10,Right,72,179,Defense
C. Tătăruşanu,32,Romania,79,GK,7,Right,77,190,Defense
A. Mandi,26,Algeria,79,RCB,13,Right,72,172,Defense
D. Sidibé,25,France,79,RB,12,Right,72,179,Defense
Y. Konoplyanka,28,Ukraine,79,LW,12.5,Right,70,172,Attack
S. Berghuis,26,Netherlands,79,RW,15,Left,72,159,Attack
H. Vanaken,25,Belgium,79,CAM,15.5,Right,77,176,Midfield
Campaña,25,Spain,79,CDM,15.5,Right,70,154,Midfield
M. van Ginkel,25,Netherlands,79,CM,14.5,Right,73,181,Midfield
Nolito,31,Spain,79,LM,11,Right,69,159,Midfield
M. Gregoritsch,24,Austria,79,CAM,16,Left,76,192,Midfield
Ibai Gómez,28,Spain,79,RM,12.5,Right,70,159,Midfield
Danilo,26,Brazil,79,RB,12,Right,72,172,Defense
R. Barkley,24,England,79,CAM,16,Right,73,192,Midfield
M. Ryan,26,Australia,79,GK,10.5,Right,72,181,Defense
Sergio León,29,Spain,79,ST,12.5,Right,70,161,Attack
B. Stambouli,27,France,79,RCB,10.5,Right,71,181,Defense
J. Guilavogui,27,France,79,CDM,12,Right,74,170,Midfield
Sérgio Oliveira,26,Portugal,79,CM,15.5,Right,71,159,Midfield
D. Caligiuri,30,Italy,79,RWB,9,Right,72,176,Defense
C. Wilson,26,England,79,ST,15.5,Right,71,146,Attack
P. Jones,26,England,79,CB,12,Right,73,157,Defense
Borja García,27,Spain,79,LM,13,Right,69,159,Midfield
Y. Belhanda,28,Morocco,79,CAM,12.5,Right,70,165,Midfield
G. Pezzella,27,Argentina,79,RCB,12.5,Right,73,179,Defense
Jaume Costa,30,Spain,79,LB,9,Left,67,137,Defense
C. Tosun,27,Turkey,79,ST,14.5,Right,72,172,Attack
Escudero,28,Spain,79,LM,10,Left,69,159,Midfield
Kike García,28,Spain,79,ST,13,Right,73,174,Attack
Elkeson,28,Brazil,79,ST,13,Right,71,170,Attack
Ricardo Goulart,27,Brazil,79,CF,14.5,Right,71,176,Attack
J. Guðmundsson,27,Iceland,79,RM,13,Left,70,170,Midfield
N. Clyne,27,England,79,RB,11.5,Right,69,148,Defense
M. Hitz,30,Switzerland,79,GK,8,Right,76,196,Defense
De Marcos,29,Spain,79,RB,9.5,Right,72,176,Defense
B. Mee,28,England,79,LCB,10,Left,72,181,Defense
Rafael,27,Brazil,79,RB,10.5,Right,68,172,Defense
Iborra,30,Spain,79,CDM,9.5,Right,75,201,Midfield
J. Wilshere,26,England,79,CM,15,Left,68,150,Midfield
B. Hübner,28,Germany,79,CB,10,Left,76,190,Defense
Souza,29,Brazil,79,CDM,10,Right,74,176,Midfield
F. Coquelin,27,France,79,LCM,12,Right,70,163,Midfield
Alex Teixeira,28,Brazil,79,LS,13,Right,68,154,Attack
A. Dzagoev,28,Russia,79,RDM,12.5,Right,70,165,Midfield
Y. M'Vila,28,France,79,LDM,11.5,Right,72,176,Midfield
K. Asamoah,29,Ghana,79,LB,9.5,Left,68,165,Defense
R. Zieler,29,Germany,79,GK,10,Right,74,179,Defense
D. Drinkwater,28,England,79,CM,12.5,Right,70,179,Midfield
N. Kalinić,30,Croatia,79,ST,12,Right,74,176,Attack
Mariano,32,Brazil,79,RB,7,Right,70,152,Defense
S. Feghouli,28,Algeria,79,RM,12.5,Right,69,165,Midfield
Adrien Silva,29,Portugal,79,CM,12,Right,69,152,Midfield
Fernando,30,Brazil,79,CDM,9.5,Right,72,168,Midfield
I. Traoré,30,Guinea,79,RM,12,Left,67,134,Midfield
G. Mercado,31,Argentina,79,RCB,8.5,Right,71,183,Defense
N. Petersen,29,Germany,79,RS,12.5,Right,74,185,Attack
O. Karnezis,32,Greece,79,GK,7,Right,75,179,Defense
M. Sakho,28,France,79,CB,11.5,Left,74,183,Defense
Sidnei,28,Brazil,79,LCB,11.5,Right,74,194,Defense
S. Jovetić,28,Montenegro,79,ST,13,Right,72,174,Attack
Eder,31,Italy,79,RS,11.5,Right,70,159,Attack
J. Hernández,30,Mexico,79,ST,12,Right,69,161,Attack
Fabricio,30,Spain,79,GK,8,Right,72,176,Defense
Kiko Casilla,31,Spain,79,GK,7.5,Right,75,190,Defense
Ángel,31,Spain,79,ST,11.5,Right,68,150,Attack
M. Schneiderlin,28,France,79,CDM,10,Right,73,165,Midfield
M. Fellaini,30,Belgium,79,CM,11.5,Right,76,187,Midfield
P. Wernbloom,32,Sweden,79,CDM,7,Right,74,187,Midfield
D. Ospina,29,Colombia,79,GK,8.5,Right,72,176,Defense
S. Mignolet,30,Belgium,79,GK,8,Right,76,192,Defense
A. Begović,31,Bosnia Herzegovina,79,GK,7.5,Right,78,183,Defense
N. Şahin,29,Turkey,79,CDM,10,Left,71,161,Midfield
R. Bertrand,28,England,79,LB,10,Left,70,187,Defense
A. Masiello,32,Italy,79,CB,7,Right,72,181,Defense
T. Walcott,29,England,79,RM,12.5,Right,69,150,Midfield
Charles,34,Brazil,79,LS,6.5,Right,70,165,Attack
T. Heaton,32,England,79,GK,7,Right,74,203,Defense
H. Ben Arfa,31,France,79,CAM,11,Left,70,163,Midfield
D. Abraham,31,Argentina,79,CB,8.5,Right,74,185,Defense
E. Lavezzi,33,Argentina,79,CAM,8,Right,68,165,Midfield
S. Kalou,32,Ivory Coast,79,LM,10,Right,72,170,Midfield
J. Farfán,33,Peru,79,CAM,7.5,Right,70,185,Midfield
R. Babel,31,Netherlands,79,LM,11,Right,73,187,Midfield
A. Young,32,England,79,LB,7,Right,69,143,Defense
J. Hart,31,England,79,GK,7.5,Right,77,201,Defense
L. López,35,Argentina,79,LS,6,Right,69,159,Attack
D. Baier,34,Germany,79,CDM,3.8,Right,69,172,Midfield
B. Yılmaz,32,Turkey,79,ST,10,Right,74,170,Attack
R. Adler,33,Germany,79,GK,6.5,Right,75,187,Defense
S. Lichtsteiner,34,Switzerland,79,RB,3.6,Right,72,168,Defense
E. Adebayor,34,Togo,79,ST,6.5,Right,76,181,Attack
E. Belözoğlu,37,Turkey,79,CM,4,Left,67,159,Midfield
Loren,24,Spain,78,RS,14,Right,74,181,Attack
Éder Militão,20,Brazil,78,LCB,14,Right,73,174,Defense
F. Chiesa,20,Italy,78,RW,16,Right,69,154,Attack
M. Lazzari,24,Italy,78,RM,13,Right,69,148,Midfield
A. Hakimi,19,Morocco,78,LB,12.5,Right,71,161,Defense
S. Nakajima,23,Japan,78,LW,14,Right,65,141,Attack
L. Jović,20,Serbia,78,LS,15.5,Right,72,192,Attack
S. Ascacíbar,21,Argentina,78,CDM,12,Right,66,154,Midfield
A. Lafont,19,France,78,GK,14,Right,76,181,Defense
T. Alexander-Arnold,19,England,78,RB,14,Right,71,152,Defense
F. Krovinović,22,Croatia,78,CAM,14,Right,70,154,Midfield
Sidney Pessinho,26,Brazil,78,CDM,9,Right,74,187,Midfield
Everticinho,30,Brazil,78,RB,7.5,Right,69,165,Defense
Claudio Coíntra,34,Brazil,78,CAM,5,Left,69,157,Midfield
Ronaldo Esler,30,Brazil,78,LB,7.5,Left,66,143,Defense
P. Lees-Melou,25,France,78,RCM,12.5,Right,73,152,Midfield
B. Chilwell,21,England,78,LB,12.5,Left,70,170,Defense
João Novais,24,Portugal,78,CAM,13,Right,72,170,Midfield
D. Calabria,21,Italy,78,RB,14.5,Right,69,154,Defense
F. Mendy,23,France,78,LB,13,Left,70,161,Defense
L. Pellegrini,22,Italy,78,CM,14,Right,73,170,Midfield
Soares,27,Brazil,78,LS,12,Right,74,181,Attack
Daniel Podence,22,Portugal,78,LM,14,Right,64,143,Midfield
M. Díaz,32,Argentina,78,GK,6,Right,74,185,Defense
G. Martínez,25,Argentina,78,CAM,13.5,Left,68,165,Midfield
M. Eggestein,21,Germany,78,RCM,14,Right,71,165,Midfield
Trezeguet,23,Egypt,78,LM,13,Right,70,172,Midfield
N. Amiri,21,Germany,78,CAM,14.5,Right,71,161,Midfield
Vallejo,21,Spain,78,CB,13.5,Right,72,174,Defense
J. Gomez,21,England,78,CB,14.5,Right,74,170,Defense
Diogo Jota,21,Portugal,78,LW,15.5,Right,70,161,Attack
Joan Jordán,23,Spain,78,LCM,13.5,Right,72,163,Midfield
Dyego Sousa,28,Brazil,78,ST,10.5,Right,75,183,Attack
A. Marušić,25,Montenegro,78,RM,12.5,Right,73,187,Midfield
David Soria,25,Spain,78,GK,9,Right,76,187,Defense
V. Rongier,23,France,78,RCM,14,Right,68,154,Midfield
W. Weghorst,25,Netherlands,78,LS,13,Right,78,185,Attack
O. Al Soma,29,Syria,78,LS,10.5,Right,75,190,Attack
M. Nakamba,24,Zimbabwe,78,LCM,12,Left,69,174,Midfield
Petros,29,Brazil,78,LDM,10,Right,71,170,Midfield
Pablo Maffeo,20,Spain,78,RWB,13,Right,68,154,Defense
Y. Mina,23,Colombia,78,LCB,12.5,Right,77,207,Defense
M. Dúbravka,29,Slovakia,78,GK,8.5,Right,75,176,Defense
Diego Carlos,25,Brazil,78,RCB,10.5,Right,73,190,Defense
D. Djené,26,Togo,78,RCB,10,Right,69,157,Defense
G. Simeone,22,Argentina,78,ST,15,Right,71,179,Attack
M. Meza,25,Argentina,78,LM,12.5,Right,71,168,Midfield
Bastos,26,Angola,78,CB,10,Right,71,170,Defense
S. Lobotka,23,Slovakia,78,CM,14,Right,67,141,Midfield
Y. Tielemans,21,Belgium,78,CM,16,Right,69,159,Midfield
Marcelo Goiano,30,Brazil,78,RB,7.5,Right,69,152,Defense
K. Tete,22,Netherlands,78,RB,11.5,Right,71,157,Defense
Capa,26,Spain,78,RB,10.5,Right,69,163,Defense
M. Sportiello,26,Italy,78,GK,9,Right,76,192,Defense
Jemerson,25,Brazil,78,LCB,11,Right,72,170,Defense
N. Maksimović,26,Serbia,78,CB,11,Right,76,192,Defense
D. Zapata,27,Colombia,78,RS,12,Right,74,194,Attack
J. Correa,23,Argentina,78,LM,14,Right,74,170,Midfield
E. Rigoni,25,Argentina,78,RM,13,Left,70,163,Midfield
C. Izquierdoz,29,Argentina,78,RCB,8,Right,73,196,Defense
W. Barrios,24,Colombia,78,CDM,12.5,Right,70,157,Midfield
J. Mojica,25,Colombia,78,LWB,10.5,Left,73,161,Defense
A. Selikhov,24,Russia,78,GK,9.5,Right,74,187,Defense
A. Iwobi,22,Nigeria,78,LM,14,Right,73,165,Midfield
D. Laxalt,25,Uruguay,78,LB,12.5,Left,70,150,Defense
N. Bentaleb,23,Algeria,78,CM,13.5,Left,74,172,Midfield
N. Stark,23,Germany,78,CB,12,Right,75,179,Defense
M. Lemina,24,Gabon,78,LCM,13.5,Right,72,187,Midfield
L. Dendoncker,23,Belgium,78,CB,12,Right,74,194,Defense
Ricardo Esgaio,25,Portugal,78,RM,12.5,Right,68,150,Midfield
P. Sisto,23,Denmark,78,LW,14,Right,68,152,Attack
P. Max,24,Germany,78,LWB,11,Left,70,170,Defense
R. Gagliardini,24,Italy,78,CDM,11.5,Right,75,170,Midfield
Pere Pons,25,Spain,78,RCM,13.5,Right,70,154,Midfield
D. Berardi,23,Italy,78,RW,14,Left,72,159,Attack
M. Halstenberg,26,Germany,78,LB,10,Left,74,181,Defense
J. Quintero,25,Colombia,78,CAM,12.5,Left,66,148,Midfield
Tiago Volpi,27,Brazil,78,GK,8.5,Right,73,187,Defense
Óliver Torres,23,Spain,78,CM,13.5,Right,69,139,Midfield
Omar Mascarell,25,Spain,78,CDM,10.5,Right,71,168,Midfield
H. Sakai,28,Japan,78,RB,8,Right,72,154,Defense
Andreas Pereira,22,Brazil,78,CM,14,Right,70,157,Midfield
A. Januzaj,23,Belgium,78,RW,14,Left,73,168,Attack
B. Cristante,23,Italy,78,CM,15,Right,73,176,Midfield
Matheus,25,Brazil,78,GK,9.5,Right,74,168,Defense
B. Traoré,22,Burkina Faso,78,RM,14,Left,71,161,Midfield
Y. Poulsen,24,Denmark,78,RW,13,Right,76,172,Attack
L. Trossard,23,Belgium,78,LM,14,Right,68,148,Midfield
M. Arnold,24,Germany,78,LCM,13.5,Left,72,163,Midfield
M. De Sciglio,25,Italy,78,RB,10.5,Right,72,172,Defense
Leo Baptistao,25,Brazil,78,RW,12.5,Right,71,159,Attack
V. Chiricheş,28,Romania,78,CB,8.5,Right,72,165,Defense
L. Pavoletti,29,Italy,78,RS,10.5,Right,74,187,Attack
A. Cragno,24,Italy,78,GK,10.5,Right,72,172,Defense
L. Castro,29,Argentina,78,CM,10,Right,72,172,Midfield
N. Füllkrug,25,Germany,78,RS,12.5,Right,74,183,Attack
F. Fajr,29,Morocco,78,RCM,10,Right,70,157,Midfield
R. Jiménez,27,Mexico,78,RS,12,Right,74,179,Attack
E. Sala,27,Argentina,78,ST,11,Right,74,183,Attack
S. García,27,Uruguay,78,ST,11,Right,71,176,Attack
S. Arias,26,Colombia,78,RB,10.5,Right,70,159,Defense
B. Reynet,27,France,78,GK,8.5,Right,73,187,Defense
Pozuelo,26,Spain,78,CAM,12,Right,68,159,Midfield
A. Trebel,27,France,78,CM,11.5,Left,69,163,Midfield
J. Lascelles,24,England,78,RCB,12,Right,74,196,Defense
T. Kongolo,24,Netherlands,78,LCB,12,Left,74,154,Defense
A. Carrillo,27,Peru,78,RM,11,Right,71,172,Midfield
Álvaro,28,Spain,78,RCB,9.5,Right,72,165,Defense
G. Defrel,27,France,78,LS,11,Left,70,170,Attack
Fernando,26,Brazil,78,CDM,11,Right,69,176,Midfield
V. Darida,27,Czech Republic,78,CM,10.5,Right,67,141,Midfield
